,job_description_id,resume_id,experience,education,language,title_score,description_score,yoe_score,overall_score,cosine_score_matching_skill,label
22,4338,4338,0.4717093849265935,0,0,0.4717093849265935,,,0.6865942295266569,0.254144312772839,1
23,5001,5001,0.5760049261786027,0,0,0.5760049261786027,,,0.8450222111542781,0.4382201614186852,1
24,4290,4290,0.9214491783397365,0,0,0.9214491783397365,,,0.9363067859923968,0.29758438730325676,1
25,4339,4339,0.8125020207044092,0,0,0.7713819758023194,0.8536220656064991,,0.8572167087754688,0.2731125081760512,1
26,4389,4389,0.6481244794419531,0,0,0.6481244794419531,,,0.5967338975672433,1.0,1
27,4522,4522,0.7300687486015351,0,0,0.6734301895323026,0.7867073076707676,,0.8066413440844055,0.6118033988749894,1
28,4772,4772,0.3837951188964013,0,0,0.3837951188964013,,,0.6031683510792876,0.6,1
29,4294,4294,0.653315348743462,0,0,0.4309382506307072,0.8756924468562167,,0.4225128927953783,0.6118033988749895,1
30,4386,4386,0.7727637485577088,0,0,0.7727637485577088,,,0.8384131880380945,,1
31,4680,4680,0.9803052002424675,0,0,0.9803052002424675,,,0.8957327759936282,0.2660400660400991,1
32,4446,4446,0.8312797017205004,0,0,0.8312797017205004,,,0.9070809370063735,0.8908146086279309,1
33,4299,4299,0.6342050557161003,0,0,0.6342050557161003,,,0.7695372419246735,0.310103451405987,1
34,4450,4450,0.6703101319415863,0,0,0.6703101319415863,,,0.7452928571739812,0.3576515995954934,1
35,4391,4391,0.5883381867713653,0,0,0.5883381867713653,,,0.4038490950790459,,1
36,4882,4882,0.41570550273450135,0,0,0.41570550273450135,,,0.4842801500769962,0.0,1
37,4296,4296,0.6741944123004515,0,0,0.6841286203183318,0.6642602042825712,,0.8735803636549448,0.6525538272812244,1
38,4342,4342,0.720799300730977,0,0,0.6122792900161769,0.829319311445777,,0.7178751636623204,0.16756850475138182,1
39,4393,4393,0.6703101319415863,0,0,0.6703101319415863,,,0.847514358965944,0.4610019870794789,1
40,4521,4521,0.637583022374544,0,0,0.416744406969926,0.8584216377791619,,0.5728440180073754,0.6930915760077228,1
41,4449,4449,0.11954418362264776,0,0,0.11954418362264776,,,0.43394134742354407,0.4289209668803968,1
42,4343,4343,0.4548881008952584,0,0,0.4548881008952584,,,0.47985252434059117,0.3210162435565942,1
43,4395,4395,0.8095493268741547,0,0,0.8249600725053828,0.7941385812429265,,0.7515428847029123,0.39142057511094785,1
44,4685,4685,0.759296244905491,0,0,0.8036717629997578,0.7149207268112241,,0.8883443704249177,0.3758986661899688,1
45,4445,4445,0.8494239884655745,0,0,0.8494239884655745,,,0.9125591462196129,0.6866373513740089,1
46,4293,4293,0.8436432135120124,0,0,0.8436432135120124,,,0.9117036699629277,0.34829836201401815,1
47,4347,4347,0.5688248017053797,0,0,0.31770670459530653,0.8199428988154529,,0.6048031056781424,0.4097412547655663,1
48,4451,4451,0.4218656260755367,0,0,0.4218656260755367,,,0.43223137428186825,0.21641638772904523,1
49,4298,4298,0.7595845793747231,0,0,0.7221918300659685,0.7969773286834776,,0.8286807012167555,0.24609243513834175,1
50,4344,4344,0.33681852287430425,0,0,0.33681852287430425,,,0.6361271772464776,0.35080221054719884,1
51,4590,4590,0.5834116744683354,0,0,0.5834116744683354,,,0.6977787330643815,0.2993937971415073,1
52,4392,4392,0.8927578986638169,0,0,0.8927578986638169,,,0.91823329201853,0.5957739983672077,1
53,4305,4305,0.4980372555440675,0,0,0.4980372555440675,,,0.7974493036001015,0.5903093972478481,1
54,4345,4345,0.9803052002424675,0,0,0.9803052002424675,,,0.8527878438823309,0.5487820437019322,1
55,4388,4388,0.8161161457685345,0,0,0.8161161457685345,,,0.880628545882945,0.3258937871263298,1
56,4526,4526,0.7019795370101811,0,0,0.5628688970762858,0.8410901769440765,,0.4434701678349437,0.1440466665966128,1
57,4454,4454,0.8367780187761321,0,0,0.8487673719316635,0.8247886656206007,,0.9098760300789088,0.4652548347045358,1
58,4303,4303,0.7256696978462176,0,0,0.6189981140685278,0.8323412816239073,,0.7525068948182878,0.3096798180040273,1
59,4394,4394,0.7185941436420353,0,0,0.6391296771622762,0.7980586101217946,,0.7335281469547413,0.46647310130987163,1
60,4349,4349,0.46602706867613114,0,0,0.46602706867613114,,,0.40738367796322766,0.33266082216021803,1
61,4457,4457,0.9021613228425548,0,0,0.9213544465676722,0.8829681991174374,,0.9346720109867487,0.4250451763357551,1
62,4301,4301,0.8007818020764526,0,0,0.7103681814707999,0.891195422682105,,0.782062032564014,0.5292253928333627,1
63,4351,4351,0.771696963373047,0,0,0.6333833357731525,0.9100105909729415,,0.5174155977643836,0.24818823287306183,1
64,4396,4396,0.8923557547605219,0,0,0.9653280884565019,0.819383421064542,,0.8233497869226113,0.6072533730934961,1
65,4687,4687,0.8429265232408293,0,0,0.8507973132093178,0.8350557332723407,,0.8597252660599768,0.9999999999999999,1
66,4998,4998,0.6498217911881893,0,0,0.6498217911881893,,,0.8387254735433758,0.7559759533316158,1
67,4304,4304,1.0000000000000002,0,0,1.0000000000000002,,,0.9378846831720536,1.0,1
68,4355,4355,0.48874352774145285,0,0,0.48874352774145285,,,0.4523302061037377,0.6000000000000001,1
69,4399,4399,0.6639917756548724,0,0,0.6639917756548724,,,0.8469638961355371,0.33162672598920656,1
70,4592,4592,0.648611458308979,0,0,0.44773351726445737,0.8494893993535008,,0.5723042279196874,0.46986142666916325,1
71,4453,4453,0.9272682417160798,0,0,0.9272682417160798,,,0.9466537726502061,0.664000488061202,1
72,4302,4302,0.9999999999999998,0,0,0.9999999999999998,,,0.8343960828511213,0.44714045207910313,1
73,4346,4346,0.6001850870152791,0,0,0.6001850870152791,,,0.804660357408165,0.5949151828597068,1
74,4390,4390,0.6756172622605148,0,0,0.6698901134977912,0.6813444110232383,,0.7137799372886896,0.3668634273142557,1
75,5012,5012,0.8484343417363359,0,0,0.8448573653725715,0.8520113181001003,,0.7807238122729206,0.7998926782069833,1
76,4456,4456,0.6025502935916756,0,0,0.31629553785496756,0.8888050493283837,,0.6546951793600533,0.375936096400694,1
77,4310,4310,0.6520999160985813,0,0,0.5284743401558443,0.7757254920413184,,0.7044625489448727,0.8555033947799624,1
78,4350,4350,0.9999999999999998,0,0,0.9999999999999998,,,0.9467306221730495,0.2740403346844396,1
79,4397,4397,0.7404436178424432,0,0,0.7404436178424432,,,1.0,0.3949364711117929,1
80,4523,4523,0.5903503306124643,0,0,0.5903503306124643,,,0.8335366569358448,0.5597167417659968,1
81,4459,4459,0.5932914937011495,0,1.0,0.5830951064284859,0.603487880973813,,0.6317994009882758,0.4527380224037364,1
82,4586,4586,0.6633724963374749,0,0,0.6633724963374749,,,0.8739728012824971,0.5794551889109373,1
83,4357,4357,0.2292781455841093,0,0,0.4585562911682186,0,,0,0.3409411284975178,1
84,4403,4403,0.6981847554276014,0,0,0.6981847554276014,,,0.7653513340895213,0.9694911182523068,1
85,4458,4458,0.7775641077572049,0,0,0.7775641077572049,,,0.8090507090091705,1.0,1
86,4517,4517,0.4471322520415651,0,0,0.4471322520415651,,,0.5675869843287593,0.7034465265643154,1
87,4599,4599,0.7944746411751329,0,0,0.7944746411751329,,,0.8759469268249455,0.33311329617728314,1
88,4308,4308,0.8449150550458607,0,0,0.8449150550458607,,,0.8879013847027456,0.4023473731303279,1
89,4354,4354,0.6592508996178408,0,0,0.49087191591940116,0.8276298833162803,,0.6879090847259245,0.5271513803525218,1
90,4401,4401,0.44330307161856,0,0,0.44330307161856,,,0.3643781598639112,0.3310851337567401,1
91,4464,4464,0.5772029668139443,0,0,0.5772029668139443,,,0.4454722764597519,0.4836380026553448,1
92,4530,4530,0.7055779597359702,0,0,0.7055779597359702,,,0.8666989432757845,0.46796058353250686,1
93,4598,4598,0.7071228798429174,0,0,0.6474816545797542,0.7667641051060807,,0.5219902682465649,0.5635184058162217,1
94,4307,4307,0.2895668344239944,0,0,0.2895668344239944,,,0.5106000459853205,0.47023376715028625,1
95,4361,4361,0.5614858910286176,0,0,0.5614858910286176,,,0.42842722495202473,0.27123748836736544,1
96,4402,4402,0.7552632401518897,0,0,0.7552632401518897,,,0.8636797355953633,0.39259955831539184,1
97,5000,5000,0.2225852300146205,0,0,0.2225852300146205,,,0.4448509711589008,0.7435828732252189,1
98,4309,4309,0.7586397900600235,0,0,0.6375801199777636,0.8796994601422833,,0.5090298899047556,0.5193324777283768,1
99,4359,4359,0.9510887945547312,0,0,0.9510887945547312,,,0.8102033654146695,0.4,1
100,4409,4409,0.9116641581045519,0,0,0.9116641581045519,,,0.9290766070203961,0.4268328546404806,1
101,4527,4527,0.9099558964724532,0,0,0.9023083874135502,0.9176034055313563,,0.7735698872323352,0.3606981102930265,1
102,4466,4466,0.9254852290704831,0,1.0,1.0000000000000002,0.8509704581409661,,0.9129719363010058,0.39323075472898206,1
103,4312,4312,0.635593977478192,0,0,0.514647874218044,0.7565400807383399,,0.6784652742454637,0.4153170686032072,1
104,4356,4356,0.9466424756756484,0,0,0.9466424756756484,,,0.9583002263384989,0.3014561187321549,1
105,4407,4407,0.8436926260901209,0,0,0.8436926260901209,,,0.8924576309475339,0.16190944240790542,1
106,4686,4686,0.7392931815422248,0,0,0.7609687484510483,0.7176176146334013,,0.871626562453166,0.47875052391138545,1
107,4535,4535,0.9428169838454526,0,0,0.9428169838454526,,,0.8007053587426388,0.3113028451940633,1
108,4314,4314,0.6010288644884971,0,0,0.6010288644884971,,,0.48514951483686986,0.22783812203731482,1
109,4363,4363,0.6664150517911545,0,0,0.6664150517911545,,,0.6238837064472521,0.3756683054283207,1
110,4462,4462,0.530789461319125,0,0,0.530789461319125,,,0.49125763365822195,0.4884886927162913,1
111,4406,4406,0.8337831052670457,0,0,0.8337831052670457,,,0.8280073223332917,0.16928113513011772,1
112,4774,4774,0.3932083582844472,0,0,0.7864167165688944,0,,0.2233218491077423,0.5323353703663273,1
113,4313,4313,0.4516186311124493,0,0,0.4516186311124493,,,0.7522154351925151,0.2194517067086651,1
114,4367,4367,0.6540941734833633,0,0,0.6540941734833633,,,0.6417859524538513,0.5197355279774665,1
115,4404,4404,0.5857211063780153,0,0,0.5064496710638019,0.6649925416922288,,0.6902698615713571,0.14005123800118746,1
116,4600,4600,0.73133301995427,0,0,0.6330608283483246,0.8296052115602155,,0.8041603583123909,0.6313845682030609,1
117,4468,4468,0.6192555561913171,0,0,0.4384688589537063,0.8000422534289279,,0.4207505418592601,0.4046416836334176,1
118,4318,4318,0.5704320943537515,0,0,0.5704320943537515,,,0.6318967328142985,0.4122335093924694,1
119,4369,4369,0.7433228729110689,0,0,0.7433228729110689,,,0.7505792964365567,0.5891191212925682,1
120,4408,4408,0.5277424149127785,0,0,0.27167695988857155,0.7838078699369854,,0.4120996000433904,0.7292154085379111,1
121,4532,4532,0.789867452033565,0,0,0.6962875893894176,0.8834473146777124,,0.8421366598414545,0.354507124063355,1
122,4879,4879,0.40778016584002424,0,0,0.40778016584002424,,,0.4346853289212176,0.046294621897254314,1
123,4306,4306,0.6639917756548724,0,0,0.6639917756548724,,,0.8605353732017563,0.30542948888575755,1
124,4371,4371,0.8146216509384506,0,0,0.8146216509384506,,,0.8180816714891542,0.39557359364603095,1
125,4400,4400,0.4708725204226398,0,0,0.4708725204226398,,,0.6433027657077696,0.8517150674903569,1
126,4362,4362,0.7499640990313723,0,0,0.7499640990313723,,,0.0,0.427123020842501,1
127,4411,4411,0.2903044751293861,0,0,0.2903044751293861,,,0.4336294040411085,0.5190776419781956,1
128,4455,4455,0.7775641077572049,0,0,0.7775641077572049,,,0.8398292059010571,1.0,1
129,4688,4688,0.9230059506008694,0,0,0.9230059506008694,,,0.803703790353881,0.46604006604009907,1
130,4320,4320,0.8294683643179145,0,0,0.8294683643179145,,,0.8896021745567642,0.2800979794587779,1
131,4364,4364,0.8879388377053741,0,0,0.8879388377053741,,,0.7738127796882425,0.3190825206502109,1
132,4413,4413,0.6090949493186077,0,0,0.6090949493186077,,,0.4853452702979531,0.21437758740057886,1
133,4461,4461,0.7541178079783042,0,0,0.6689868612736944,0.839248754682914,,0.8102045720866556,0.5597614304667196,1
134,4536,4536,0.2411585488233632,0,0,0.2411585488233632,,,0.35533392277777237,0.055211169738284424,1
135,4315,4315,0.5085716884256051,0,0,0.5085716884256051,,,0.6893837168847577,0.4130249507830964,1
136,4373,4373,0.6301319935798457,0,0,0.5132779772407764,0.746986009918915,,0.6831395802654406,,1
137,4534,4534,0.824158820660396,0,0,0.824158820660396,,,0.841556209629745,0.5,1
138,4415,4415,0.8400106210181165,0,0,0.8400106210181165,,,0.8719706608182491,0.7840206908719887,1
139,4771,4771,1.0000000000000002,0,0,1.0000000000000002,,,0.8855551358575721,0.3826637409831573,1
140,4317,4317,0.481298915746737,0,0,0.481298915746737,,,0.4362133732302766,0.20818360011474352,1
141,4375,4375,0.6277163916670858,0,0,0.5472321187956429,0.7082006645385286,,0.4072398958040031,0.6052727736938817,1
142,4470,4470,0.793528393510784,0,1.0,0.7614021322054841,0.8256546548160838,,0.8002009241005898,0.6842163100347658,1
143,4412,4412,0.8061578510565767,0,0,0.8061578510565767,,,0.7880192855665844,0.40691784964452576,1
144,4884,4884,0.9057594745457641,0,0,0.9057594745457641,,,0.8796021791174905,0.38020356933515775,1
145,4776,4776,0.7415231166915626,0,0,0.7415231166915626,,,0.8548955686193694,0.30003986479440214,1
146,4311,4311,0.7207622231594931,0,0,0.5628688970762858,0.8786555492427004,,0.7461723925375706,0.37881815492137216,1
147,4370,4370,0.4701079161249727,0,0,0.4701079161249727,,,0.6519027166298079,,1
148,4463,4463,0.647274308777954,0,0,0.647274308777954,,,0.7311101694110712,0.34725313544334235,1
149,4691,4691,0.7966516950998288,0,0,0.7292713855756067,0.8640320046240508,,0.6950807591583014,0.9999999999999999,1
150,4529,4529,0.9050439759225174,0,0,0.9050439759225174,,,0.8688712089217426,0.5974917478209322,1
151,4324,4324,0.6703101319415863,0,0,0.6703101319415863,,,0.8575872376086835,0.4117135528810396,1
152,4372,4372,0.5640081772742735,0,0,0.4324239426521751,0.6955924118963719,,0.615301332889065,0.4323470462178696,1
153,4398,4398,0.7699684646008138,0,0,0.7699684646008138,,,0.7533510145016311,0.3999915935163714,1
154,4601,4601,0.3889945692086688,0,0,0.3889945692086688,,,0.5013719837590522,0.3787637170558091,1
155,4471,4471,0.3730137469200392,0,0,0.3730137469200392,,,0.613913009096234,0.1663834218127515,1
156,4319,4319,0.6426014009667852,0,0,0.6426014009667852,,,0.5010746903229137,0.4970276852949004,1
157,4417,4417,0.8884420367982114,0,0,0.8884420367982114,,,0.781162693998742,1.0,1
158,4368,4368,0.7890276336530027,0,0,0.7890276336530027,,,0.785547331094916,0.314299690659173,1
159,4537,4537,0.8093819096837191,0,0,0.7160827800737504,0.902681039293688,,0.858457966974782,0.4492668225536555,1
160,4769,4769,0.7593716709089342,0,0,0.7593716709089342,,,0.7729815146454714,0.38754064482351414,1
161,4326,4326,0.5907053762414075,0,0,0.5907053762414075,,,0.46791263323510224,0.5791343332084198,1
162,4377,4377,0.198627608842058,0,0,0.198627608842058,,,0.5768527327238645,0.03904771638761256,1
163,4421,4421,0.8029677735274029,0,0,0.8029677735274029,,,0.8666836755163626,0.3243211541684689,1
164,5015,5015,1.0000000000000002,0,0,1.0000000000000002,,,0.9353493645584343,0.20608100671554616,1
165,4773,4773,0.7994436416649802,0,0,0.8213731209549325,0.7775141623750277,,0.8977121897357079,0.30080253536803336,1
166,4328,4328,0.7759364341397048,0,0,0.7042283565723041,0.8476445117071054,,0.7785182499262542,0.28656304077096106,1
167,4366,4366,0.7019490171282053,0,0,0.6695545267740419,0.7343435074823688,,0.7370138386425342,0.5384974711115829,1
168,4467,4467,0.7775641077572049,0,0,0.7775641077572049,,,0.7333713394472592,1.0,1
169,4410,4410,0.30613964500808843,0,0,0.6122792900161769,0,,1.0000000596046448,0.3673006701868647,1
170,4608,4608,0.733961462579426,0,0,0.6812176216716594,0.7867053034871925,,0.8551900989431589,0.4720482296714483,1
171,5110,5110,0.5809956450692738,0,0,0.5809956450692738,,,0.38807328116727213,1.0000000000000002,1
172,4330,4330,0.6909126123135287,0,0,0.6909126123135287,,,0.8290344036662444,0.3036434315670468,1
173,4381,4381,0.797965795156816,0,0,0.7717733177625085,0.8241582725511236,,0.8998129235884572,0.5135246199944616,1
174,4416,4416,0.5273291558620489,0,0,0.5273291558620489,,,0.7016318603902428,0.7187754499567269,1
175,4692,4692,0.21739004559750952,0,0,0.21739004559750952,,,0.35404939124078383,0.32724657656514455,1
176,4472,4472,0.91771367532833,0,0,0.91771367532833,,,0.9270349416966847,0.607151338156263,1
177,4322,4322,0.5710720558585757,0,0,0.4516186311124493,0.6905254806047021,,0.6781485607448271,0.3320739998643935,1
178,4379,4379,0.23683235708132364,0,0,0.23683235708132364,,,0.6328817095661295,0.2627552189300473,1
179,4425,4425,0.2213664352628854,0,0,0.4427328705257708,0,,0.0,0.37407878538514894,1
180,4876,4876,0.4941794855643229,0,0,0.4941794855643229,,,0.5032351451510254,0.35258219246320094,1
181,4469,4469,0.8787065839182022,0,0,0.8787065839182022,,,0.8271080833568069,0.4917355659605073,1
182,4323,4323,0.6449699075733311,0,0,0.41898390804588626,0.8709559071007759,,0.7617131215960345,0.15679030489743556,1
183,4414,4414,0.809377400229679,0,0,0.809377400229679,,,0.8329141059926314,0.27711677730630163,1
184,4540,4540,0.5067714512539874,0,0,0.30230763840538327,0.7112352641025914,,0.5458828212131663,0.19059187279445292,1
185,4473,4473,0.5774271993967716,0,0,0.5774271993967716,,,0.3929394928127443,0.5615227160512941,1
186,4605,4605,0.7463925502725034,0,0,0.7463925502725034,,,0.6135364174842834,0.42686945145670374,1
187,4778,4778,0.4777220878892802,0,0,0.2504806545489566,0.7049635212296038,,0.40972785287213737,0.4133141691673684,1
188,4332,4332,0.33931042645134596,0,0,0.33931042645134596,,,1.0,,1
189,4419,4419,0.36168565910726974,0,0,0.36168565910726974,,,0.28272481761571605,0.09443813959386518,1
190,4478,4478,0.5999638679002406,0,0,0.3160533753692366,0.8838743604312445,,0.37889635477804995,0.6225425852746065,1
191,4538,4538,0.7603610541471937,0,0,0.6599578400964017,0.8607642681979857,,0.5976606798390296,0.6213856620235325,1
192,4696,4696,0.6113929440306811,0,0,,0.6113929440306811,,0.3282106380552289,0.30602946901520384,1
193,4378,4378,0.7179009739765632,0,0,0.7179009739765632,,,0.7860399381355913,0.4961670628187488,1
194,4422,4422,0.7648346582000048,0,0,0.7648346582000048,,,0.8513873661642003,0.4721872589782143,1
195,4474,4474,0.7636056257792041,0,0,0.8588558988071038,0.6683553527513043,,0.9226374106315489,0.47971786942448735,1
196,4607,4607,0.6328183268609412,0,0,0.6328183268609412,,,0.8178104521085897,0.24656850103610625,1
197,4542,4542,1.0,0,0,1.0,,,0.9304659402636813,0.3099037116961227,1
198,4376,4376,1.0000000000000002,0,0,1.0000000000000002,,,0.9260663798993519,1.0,1
199,4429,4429,0.8848474869966007,0,0,0.9571134774549644,0.8125814965382369,,0.9356970842513676,0.04695669307932109,1
200,4476,4476,0.5907386351119284,0,0,0.5907386351119284,,,0.39629740466265423,0.19276283247517276,1
201,5187,5187,0.6576327125284807,0,0,0.6576327125284807,,,0.8030222052285425,0.4148103389875678,1
202,4546,4546,0.827949887033513,0,0,0.827949887033513,,,0.7779446064258075,0.34029438898849396,1
203,5249,5249,0.6243061728817921,0,0,0.6243061728817921,,,0.42802391899728864,0.28650067131511536,1
204,4428,4428,0.4217799309453248,0,0,0.4217799309453248,,,0.6158976638163961,0.38384100431276935,1
205,4475,4475,0.8449150550458607,0,0,0.8449150550458607,,,0.8879013847027456,0.4023473731303279,1
206,4533,4533,0.5741820791729622,0,0,0.5741820791729622,,,0.5368626911151411,0.2540738070435875,1
207,4613,4613,0.843381380001452,0,0,0.8507973132093178,0.8359654467935861,,0.7467944688348805,0.9999999999999999,1
208,4780,4780,0.9803052002424675,0,0,0.9803052002424675,,,0.9613674110124879,0.4108147614087175,1
209,4383,4383,0.6989313745786709,0,0,0.6557736861004875,0.7420890630568544,,0.6167041540400037,0.38482799753237956,1
210,4424,4424,0.9278419518611034,0,0,0.9278419518611034,,,0.9270023514554566,0.7516397779494322,1
211,4465,4465,0.7651723791053922,0,0,0.7651723791053922,,,0.7508942186832428,0.3985252082364768,1
212,4698,4698,0.6892887149682221,0,0,0.7000573484232064,0.6785200815132376,,0.7038371303270393,0.33823657645170824,1
213,4544,4544,0.9061018792696367,0,0,0.9061018792696367,,,0.8314707371506513,0.33592769772366665,1
214,4387,4387,0.823528518650094,0,0,0.8018769104116004,0.8451801268885878,,0.8644824850281485,0.5422577127364258,1
215,4427,4427,0.6673664856408265,0,1.0,0.46279449396606837,0.8719384773155845,,0.5757687235104156,0.41360004273243683,1
216,4477,4477,0.9999999999999998,0,0,0.9999999999999998,,,0.9097364530522501,0.501609699803763,1
217,4604,4604,0.7994436416649802,0,0,0.8213731209549325,0.7775141623750277,,0.8977121897357079,0.30080253536803336,1
218,5016,5016,0.6132391320162364,0,0,0.6132391320162364,,,0.5505246647246245,0.4131711855614156,1
219,4433,4433,0.812757120330111,0,0,0.812757120330111,,,0.7864815571487379,0.3065836950683272,1
220,4480,4480,0.5874313633249619,0,0,0.5874313633249619,,,0.6118825958097028,0.6585797857297048,1
221,4548,4548,0.6206754235611808,0,0,0.6206754235611808,,,0.4831253900187138,0.34077612200334517,1
222,4609,4609,0.6860037667636059,0,0,0.6860037667636059,,,0.8030360933220121,0.41311671250743487,1
223,5003,5003,0.6645884436149054,0,0,0.6645884436149054,,,0.861682189992055,0.5000000000000001,1
224,4430,4430,0.8201248736928858,0,0,0.8201248736928858,,,0.8921715520476741,0.6040218593556308,1
225,4484,4484,0.7878872917221142,0,0,0.7878872917221142,,,0.7745743970028721,0.33582730064461297,1
226,4700,4700,0.4596711794865427,0,0,0.4596711794865427,,,0.39137579971510733,0.12033415305181365,1
227,4539,4539,0.46969201374237746,0,0,0.2262882004895261,0.7130958269952288,,0.5320811885962154,0.2743879818548939,1
228,4782,4782,0.7824414384996843,0,0,0.7515642067886165,0.8133186702107521,,0.8934521690178016,0.6928863377666875,1
229,4426,4426,0.7552632401518897,0,0,0.7552632401518897,,,0.8694269644770724,0.1636497468085934,1
230,4482,4482,0.5764090517278881,0,0,0.3074137605461488,0.8454043429096276,,0.5764090517278883,0.33917515715958796,1
231,5002,5002,0.5856967182537852,0,0,0.4846667481972245,0.686726688310346,,0.6300794294528235,0.0629940788348712,1
232,5277,5277,0.6288841537590056,0,0,0.49811212865762694,0.7596561788603843,,0.33244529072461976,0.18999573932730002,1
233,4431,4431,0.6237483596808123,0,0,0.6237483596808123,,,0.6182420663020582,0.26006220896144167,1
234,4486,4486,0.6897588924611331,0,0,0.6897588924611331,,,0.841784499381856,0.32497864180277036,1
235,4541,4541,0.4683623096961598,0,0,0.33665790958741065,0.6000667098049088,,0.5075711981491976,0.3940627439571618,1
236,4615,4615,0.7081187632660919,0,0,0.7289134379160803,0.6873240886161035,,0.8793950522529493,0.45278978226874916,1
237,4702,4702,0.47599815583222704,0,0,0.3210925683194373,0.6309037433450168,,0.3998136913609384,,1
238,4435,4435,0.7150860392207273,0,0,0.6122792900161769,0.8178927884252778,,0.7301495290902871,0.3152334157149974,1
239,4481,4481,0.6077411882647411,0,0,0.6077411882647411,,,0.5017773449420929,1.0,1
240,4611,4611,0.3766741422738767,0,0,0.3766741422738767,,,0.3297405250306255,0.3066089990604284,1
241,4550,4550,0.5460306675130021,0,0,0.37573153473541987,0.7163298002905844,,0.4963643162240311,,1
242,4883,4883,0.7138627911798743,0,0,0.7538356503808835,0.6738899319788652,,0.7617411416849841,0.3490560673732841,1
243,4693,4693,0.6844611425738677,0,0,0.7227493118846554,0.64617297326308,,0.8111548492902764,0.2555704578161682,1
244,4438,4438,0.6090832171086573,0,0,0.6090832171086573,,,0.8387833111348776,0.3288923939148781,1
245,4543,4543,0.7682103292834089,0,0,0.8318470541602141,0.7045736044066038,,0.914582443569673,0.40938680437702296,1
246,4479,4479,0.709938789161959,0,0,0.709938789161959,,,0.8724811388403231,0.38156883786018053,1
247,4621,4621,0.6881581601460344,0,0,0.8269200195623664,0.5493963007297024,,0.558511945861041,0.722724853718323,1
248,5005,5005,0.7086938446755174,0,0,0.7086938446755174,,,0.8557544512061596,0.6234722304659591,1
249,4439,4439,0.8081563511597845,0,0,0.8081563511597845,,,0.7760183173762439,0.6248227863118625,1
250,4490,4490,0.693765312700154,0,0,0.693765312700154,,,0.8947632431983947,1.0,1
251,4552,4552,0.7728521611962293,0,0,0.7728521611962293,,,0.7546222128593616,0.608040556094621,1
252,5309,5309,0.9016953907135885,0,0,0.9016953907135885,,,0.8408975934978166,0.0,1
253,4777,4777,0.636757970032183,0,0,0.41254653649075695,0.8609694035736092,,0.49149114929745974,0.2544853964146937,1
254,4436,4436,0.5031738213757834,0,0,0.5031738213757834,,,0.7130167040889361,0.6210232734955552,1
255,4483,4483,0.7321421011788165,0,0,0.8006506006902615,0.6636336016673714,,0.7737756400611995,0.3703695640260002,1
256,4545,4545,0.35577587955714524,0,0,0.35577587955714524,,,1.0,0.0,1
257,4623,4623,0.8522385722989252,0,0,0.8522385722989252,,,0.9165536102312016,0.4328690415299314,1
258,4786,4786,0.8376516820271556,0,0,0.8829797029781313,0.7923236610761797,,0.7923645398343013,0.0722347291886704,1
